Pred %,Price %
,
-1.0,-0.008390022675737074
,-0.0019818583733515194
inf,0.014549759413426955
0.2690320358250087,0.003688786840817304
-0.19652551574375687,0.006600412525783028
-0.19881756756756763,-0.0006333594128385966
0.08897322369808136,0.004958246346555173
0.5614714424007745,0.0036354193715919525
0.04265344079355238,0.0002587322121603286
-0.3212034724699727,-0.0030300790776734976
-0.06236860546601253,0.011230541141586281
0.004671150971599314,-0.019132793314518115
-0.27673423842291245,-0.0007847240387132137
0.9652867060941117,0.007479431563201189
-0.21627633128352752,-0.005270972531551399
0.09198664440734561,0.0037689379804461964
0.08714263874025385,0.00628276144094575
0.13134580227816062,0.01193290970888139
-0.235052827843381,0.000511116790186561
0.11715957101072472,0.001496077358146275
0.03141818181818179,0.00265976827224379
0.13397264137639264,0.004869362985573611
-0.22186295236910825,0.0007594112754494287
-0.04970433114911299,-0.005167305051673066
-0.00470904809956274,0.0034143329337836814
0.2516052720513686,-0.00025339366515830797
-0.012690697988389288,0.006734738214208225
0.033365239983590866,-0.0006473888649115578
0.05597459309249708,0.0006478082487584302
-0.12568922305764418,-0.0024097252193929775
-0.08126702020925902,0.0019468579875256964
0.14711388455538232,0.0008635889316683798
0.1981504147966815,0.008987956138774011
-0.1863791146424516,-0.0022091573133796727
-0.05859375,-0.0006070778130913279
-0.026229994072317853,0.004645179732723603
0.2559732156444987,0.0016005121638924535
-0.1921725433175815,0.0005326515393628828
0.2827358632068395,-0.007559625212947174
-0.32974742750233865,-0.0021456925222615997
0.5507676203768319,0.009783894204924204
-0.5758803014962313,-0.00415247018739362
0.10530503978779837,-0.016679140382764746
0.45524358051355884,-0.0013772607009534532
-0.5697559366754618,-0.003048669836315354
0.5021080873898045,0.005060249736066114
0.003062005613676977,-0.0251376412634019
0.7359450521495801,0.009065913650887936
-0.26729191090269633,0.005780985345017919
0.6202000000000001,0.009335529928610642
-0.32662634242686095,-0.006456293072179764
-0.07259395050412454,-0.006680782710280497
0.4085787705080055,0.009041126097982355
-0.27575077182149876,-0.0030231287561464093
-0.34237550862236,-0.012238784158994709
1.246611667648792,0.0022561674742020976
-0.1819016393442623,-0.009336482397224954
-0.6599871753767232,-0.006705159247532122
2.518623290900518,0.002775173448340551
-0.7171378802090311,-0.013538277422491474
0.49597347228801514,-0.002502179929483872
1.1814439518682711,0.0217019497548554
0.06778922920598052,0.008630310244773343
-0.3028820010875476,0.006491111602861865
0.46255850234009355,0.010076951264199385
0.11346666666666683,0.0046072918556141484
-0.3184049814393486,-0.00025278058645095136
-0.4833099086437105,-0.001806032147372183
1.1859911594695682,0.004161389542246985
-0.3495100326644891,-0.0011531531531531192
0.5781922525107603,0.0003968540298724399
0.24772727272727257,0.010458364888744631
-0.34839101396478445,0.0022841643170705694
0.3835259038389862,0.009578748709183404
-0.3900862068965517,-0.0014813769751691463
0.5459363957597172,-0.0012716354645002648
-0.3651428571428572,-0.009796986630826843
0.488073807380738,-0.0009643890416831669
-0.11794949342204741,0.003539506614229637
0.4217383850505745,0.005130214827745894
0.01615820571566373,0.00903838655938749
-0.24480835409991686,0.002669664184347331
0.31992457573852917,0.00795263452914785
-0.40476190476190477,-0.001112231066003888
-0.018799999999999928,-0.005462959741118323
-0.13187933143090091,0.0012245469176406232
0.928621742193003,0.004787364154174023
-0.1303871439006573,0.0023301105933086763
0.09659806803863913,0.004441206065022074
-0.229669347631814,0.00034543507547746266
0.4270798806761682,-0.0034186263337820932
-0.5645105098130299,-0.00654885654885673
0.1850666666666667,0.0035924802064806194
0.557830783078308,-0.0055258219225691185
-0.10067889643218264,0.0024462694391054196
